image_index,turns,task_type,instructions,format_instructions,bg_consistency,unchanged_objects,available_objects,all_objects
21,3,"['subject_remove', 'background_change', 'subject_add']","['Remove fabric white sneakers', 'Change the background to park, remain the leather black jacket, fabric black pants, paper brown bag, knit black beanie unchanged', 'Add bicycle on the left of leather black jacket']","['Remove [fabric white sneakers]', 'Change the background to [park]', 'Add [bicycle] on the [left] of [leather black jacket]']",False,"['leather black jacket', 'fabric black pants', 'paper brown bag', 'knit black beanie']","['leather black jacket', 'fabric black pants', 'paper brown bag', 'knit black beanie', 'bicycle']","['leather black jacket', 'fabric black pants', 'fabric white sneakers', 'paper brown bag', 'knit black beanie', 'bicycle']"
22,1,['material_alter'],['Change the material of cotton black shirt to leather'],['Change the material of [cotton black shirt] to [leather]'],True,"['plastic green bicycle', 'black helmet', 'cotton blue skirt', 'rubber white shoes']","['plastic green bicycle', 'black helmet', 'cotton blue skirt', 'rubber white shoes', 'leather black shirt']","['plastic green bicycle', 'black helmet', 'cotton black shirt', 'cotton blue skirt', 'rubber white shoes', 'leather black shirt']"
22,2,"['material_alter', 'subject_remove']","['Change the material of cotton black shirt to leather', 'Remove cotton blue skirt']","['Change the material of [cotton black shirt] to [leather]', 'Remove [cotton blue skirt]']",True,"['plastic green bicycle', 'black helmet', 'rubber white shoes']","['plastic green bicycle', 'black helmet', 'rubber white shoes', 'leather black shirt']","['plastic green bicycle', 'black helmet', 'cotton black shirt', 'cotton blue skirt', 'rubber white shoes', 'leather black shirt']"
22,3,"['material_alter', 'subject_remove', 'subject_replace']","['Change the material of cotton black shirt to leather', 'Remove cotton blue skirt', 'Replace black helmet with bicycle cap']","['Change the material of [cotton black shirt] to [leather]', 'Remove [cotton blue skirt]', 'Replace [black helmet] with [bicycle cap]']",True,"['plastic green bicycle', 'rubber white shoes']","['plastic green bicycle', 'rubber white shoes', 'leather black shirt', 'bicycle cap']","['plastic green bicycle', 'black helmet', 'cotton black shirt', 'cotton blue skirt', 'rubber white shoes', 'leather black shirt', 'bicycle cap']"
23,1,['position_change'],['Change the position of metal silver showerhead to below of metal silver shower hose.'],['Change the position of [metal silver showerhead] to [below] of [metal silver shower hose].'],True,"['cotton gray hoodie', 'glass door', 'plastic white light fixture']","['cotton gray hoodie', 'metal silver showerhead', 'glass door', 'metal silver shower hose', 'plastic white light fixture']","['cotton gray hoodie', 'metal silver showerhead', 'glass door', 'metal silver shower hose', 'plastic white light fixture']"
23,2,"['position_change', 'subject_add']","['Change the position of metal silver showerhead to below of metal silver shower hose.', 'Add toothbrush holder on the right of plastic white light fixture']","['Change the position of [metal silver showerhead] to [below] of [metal silver shower hose].', 'Add [toothbrush holder] on the [right] of [plastic white light fixture]']",True,"['cotton gray hoodie', 'glass door', 'plastic white light fixture']","['cotton gray hoodie', 'metal silver showerhead', 'glass door', 'metal silver shower hose', 'plastic white light fixture', 'toothbrush holder']","['cotton gray hoodie', 'metal silver showerhead', 'glass door', 'metal silver shower hose', 'plastic white light fixture', 'toothbrush holder']"
23,3,"['position_change', 'subject_add', 'count_change']","['Change the position of metal silver showerhead to below of metal silver shower hose.', 'Add toothbrush holder on the right of plastic white light fixture', 'Change the count of metal silver showerhead to 3']","['Change the position of [metal silver showerhead] to [below] of [metal silver shower hose].', 'Add [toothbrush holder] on the [right] of [plastic white light fixture]', 'Change the count of [metal silver showerhead] to [3]']",True,"['cotton gray hoodie', 'glass door', 'plastic white light fixture']","['cotton gray hoodie', 'metal silver showerhead', 'glass door', 'metal silver shower hose', 'plastic white light fixture', 'toothbrush holder']","['cotton gray hoodie', 'metal silver showerhead', 'glass door', 'metal silver shower hose', 'plastic white light fixture', 'toothbrush holder']"
24,1,['count_change'],['Change the count of metal streetlamp to 3'],['Change the count of [metal streetlamp] to [3]'],True,"['cotton white hoodie', 'fabric black pants', 'fabric black backpack', 'white car', 'building', 'tree']","['cotton white hoodie', 'fabric black pants', 'fabric black backpack', 'metal streetlamp', 'white car', 'building', 'tree']","['cotton white hoodie', 'fabric black pants', 'fabric black backpack', 'metal streetlamp', 'white car', 'building', 'tree']"
24,2,"['count_change', 'color_alter']","['Change the count of metal streetlamp to 3', 'Change the color of fabric black pants to blue']","['Change the count of [metal streetlamp] to [3]', 'Change the color of [fabric black pants] to [blue]']",True,"['cotton white hoodie', 'fabric black backpack', 'white car', 'building', 'tree']","['cotton white hoodie', 'fabric black backpack', 'metal streetlamp', 'white car', 'building', 'tree', 'fabric blue pants']","['cotton white hoodie', 'fabric black pants', 'fabric black backpack', 'metal streetlamp', 'white car', 'building', 'tree', 'fabric blue pants']"
24,3,"['count_change', 'color_alter', 'background_change']","['Change the count of metal streetlamp to 3', 'Change the color of fabric black pants to blue', 'Change the background to forest, remain the cotton white hoodie, fabric black backpack, fabric blue pants unchanged']","['Change the count of [metal streetlamp] to [3]', 'Change the color of [fabric black pants] to [blue]', 'Change the background to [forest]']",False,"['cotton white hoodie', 'fabric black backpack']","['cotton white hoodie', 'fabric black backpack']","['cotton white hoodie', 'fabric black pants', 'fabric black backpack', 'metal streetlamp', 'white car', 'building', 'tree', 'fabric blue pants']"
25,1,['text_change'],"[""Replace the text 'COWKA!' on cotton white and pink shirt with 'ZOOOM!'""]","[""Replace the text '[COWKA!]' on [cotton white and pink shirt] with '[ZOOOM!]'""]",True,"['cotton pink shorts', 'fabric black bucket hat', 'plastic black wristband']","['cotton white and pink shirt', 'cotton pink shorts', 'fabric black bucket hat', 'plastic black wristband']","['cotton white and pink shirt', 'cotton pink shorts', 'fabric black bucket hat', 'plastic black wristband']"
25,2,"['text_change', 'position_change']","[""Replace the text 'COWKA!' on cotton white and pink shirt with 'ZOOOM!'"", 'Change the position of fabric black bucket hat to below of cotton pink shorts.']","[""Replace the text '[COWKA!]' on [cotton white and pink shirt] with '[ZOOOM!]'"", 'Change the position of [fabric black bucket hat] to [below] of [cotton pink shorts].']",True,['plastic black wristband'],"['cotton white and pink shirt', 'cotton pink shorts', 'fabric black bucket hat', 'plastic black wristband']","['cotton white and pink shirt', 'cotton pink shorts', 'fabric black bucket hat', 'plastic black wristband']"
25,3,"['text_change', 'position_change', 'material_alter']","[""Replace the text 'COWKA!' on cotton white and pink shirt with 'ZOOOM!'"", 'Change the position of fabric black bucket hat to below of cotton pink shorts.', 'Change the material of plastic black wristband to leather']","[""Replace the text '[COWKA!]' on [cotton white and pink shirt] with '[ZOOOM!]'"", 'Change the position of [fabric black bucket hat] to [below] of [cotton pink shorts].', 'Change the material of [plastic black wristband] to [leather]']",True,[],"['cotton white and pink shirt', 'cotton pink shorts', 'fabric black bucket hat', 'leather black wristband']","['cotton white and pink shirt', 'cotton pink shorts', 'fabric black bucket hat', 'plastic black wristband', 'leather black wristband']"
26,1,['background_change'],"['Change the background to forest, remain the fabric black coat, fabric multicolor scarf, fabric blue jeans, fabric gray jacket, metal black camera unchanged']",['Change the background to [forest]'],False,"['fabric black coat', 'fabric multicolor scarf', 'fabric blue jeans', 'fabric gray jacket', 'metal black camera']","['fabric black coat', 'fabric multicolor scarf', 'fabric blue jeans', 'fabric gray jacket', 'metal black camera']","['fabric black coat', 'fabric multicolor scarf', 'fabric blue jeans', 'fabric gray jacket', 'metal black camera', 'wooden brown fence']"
26,2,"['background_change', 'position_change']","['Change the background to forest, remain the fabric black coat, fabric multicolor scarf, fabric blue jeans, fabric gray jacket, metal black camera unchanged', 'Change the position of fabric multicolor scarf to below of fabric black coat.']","['Change the background to [forest]', 'Change the position of [fabric multicolor scarf] to [below] of [fabric black coat].']",False,"['fabric blue jeans', 'fabric gray jacket', 'metal black camera']","['fabric black coat', 'fabric multicolor scarf', 'fabric blue jeans', 'fabric gray jacket', 'metal black camera']","['fabric black coat', 'fabric multicolor scarf', 'fabric blue jeans', 'fabric gray jacket', 'metal black camera', 'wooden brown fence']"
26,3,"['background_change', 'position_change', 'subject_add']","['Change the background to forest, remain the fabric black coat, fabric multicolor scarf, fabric blue jeans, fabric gray jacket, metal black camera unchanged', 'Change the position of fabric multicolor scarf to below of fabric black coat.', 'Add hat on the above of fabric black coat']","['Change the background to [forest]', 'Change the position of [fabric multicolor scarf] to [below] of [fabric black coat].', 'Add [hat] on the [above] of [fabric black coat]']",False,"['fabric blue jeans', 'fabric gray jacket', 'metal black camera']","['fabric black coat', 'fabric multicolor scarf', 'fabric blue jeans', 'fabric gray jacket', 'metal black camera', 'hat']","['fabric black coat', 'fabric multicolor scarf', 'fabric blue jeans', 'fabric gray jacket', 'metal black camera', 'wooden brown fence', 'hat']"
27,1,['subject_remove'],['Remove plastic white bottle'],['Remove [plastic white bottle]'],True,"['cotton red shirt', 'denim blue jeans', 'concrete platform']","['cotton red shirt', 'denim blue jeans', 'concrete platform']","['cotton red shirt', 'denim blue jeans', 'plastic white bottle', 'concrete platform']"
27,2,"['subject_remove', 'text_change']","['Remove plastic white bottle', ""Add text 'SEA' on the image""]","['Remove [plastic white bottle]', ""Add text '[SEA]' on the image""]",True,"['cotton red shirt', 'denim blue jeans', 'concrete platform']","['cotton red shirt', 'denim blue jeans', 'concrete platform']","['cotton red shirt', 'denim blue jeans', 'plastic white bottle', 'concrete platform', 'text']"
